V011,AP0001,AP0002,AP0003,AP0004,AP0005,AP0006,AP0007,AP0008,AP0009,AP0010,AP0011,AP012,AP0013,AP0014,AP015,AP0016,AP0019,AP0020,AP0062,DOMPRECDOMEXP,DOMPRECRESEXP,ADENSEXCDOMEXP,ADENSEXCRESEXP,ONUSEXCDOMEXP,ONUSEXCRESEXP,COABFAMDOMEXP,COABFAMRESEXP
3525904005012,7589,7399,14988,"47,29",10112,364,65,4447,0,13367,"905,217",0,4334,0,4406,15055,4152,254,"2653,7544",0,0,"73,06","4027,31","236,4","9123,07",282,"10726,79"
3525904005013,10293,10557,20850,"43,86",16826,646,362,3017,0,19174,"1922,0679",0,3673,585,6853,20994,6549,304,"5152,3812","65,34","2233,1","86,07","5112,77","103,46","3012,92",288,"6668,38"
3525904005014,13284,13234,26518,"42,69",15440,1109,104,9844,21,22951,"771,5258",0,7494,20,7589,26648,7409,180,"2207,1405","9,59","551,95","87,3","3751,03","221,94","7171,8",529,"13986,39"
3525904005015,8799,8593,17392,"45,99",12412,796,47,4130,7,15399,"1286,8094",0,5075,23,5150,17548,1617,3533,"3774,7832","8,11","197,13","145,98","8801,4","22,53","766,65",500,"16284,85"
3525904005016,7439,8173,15612,"40,61",10285,1037,26,4254,10,13867,"891,5744",0,1350,49,4800,15684,4800,0,"2512,5306","8,48","359,96","51,12","2878,38","79,12","3320,6",347,"10483,78"
3525904005017,8085,8070,16155,"45,90",13513,348,252,2042,0,14539,"2770,1658",0,3253,938,4952,16239,4847,106,"7789,3349","10,27","316,72","18,83","1115,59","49,11","1271,3",276,"12464,46"
3525904005018,6909,7258,14167,"43,03",10256,652,189,2992,79,12994,"1204,6032",0,4127,10,4427,14290,4409,18,"3425,6552","10,14","617,09","144,17","10354,09","119,95","2711,93",320,"13121,19"
3525904005019,5303,6135,11438,"47,80",9494,896,85,963,0,10744,"2847,1199",0,3574,31,3961,11577,3918,43,"7542,8057",0,0,"23,75","776,98","219,57","4620,08",237,"7198,56"
3525904005020,6864,7149,14013,"46,22",10698,380,108,2826,0,12695,"1307,193",0,4058,270,4391,14113,4149,242,"3676,5632","11,19","125,12","108,11","6041,02","170,9","6156,45",290,"7946,67"
3525904005021,8370,8584,16954,"41,01",10010,1116,76,5753,0,14646,"738,0684",0,4889,50,4983,17058,4927,56,"2142,6349","20,49","505,96","128,57","7619,43","227,77","8424,09",405,"10786,95"
3525904005022,7687,8638,16325,"50,10",14311,379,140,1495,0,15258,"1578,3206",0,4671,194,5778,16473,5777,0,"4072,9651","12,07",728,"27,08","1165,26","204,01","6216,94",301,"8693,34"
3525904005023,10385,10612,20997,"48,52",13196,1431,156,6183,31,18475,"1041,0074","42695,61",5014,230,6389,21082,6332,56,"2933,9483","117,3","6649,29","174,59","8816,08","153,85","4017,3",462,"14717,25"
3525904005024,6944,7178,14122,"44,44",10308,571,17,3225,0,12735,"1033,061",0,4216,44,4325,14205,3766,559,"2965,4958","17,54","481,44","31,48","1937,98","107,12","2063,56",279,"11093,93"
3526902005001,21390,22053,43443,"42,37",28708,3153,229,11353,0,38491,"745,1854",0,12237,9,12540,43852,12461,80,"2256,2219","8,76","230,1","251,95","17561,73","549,09","15565,85",1080,"36469,9"
3526902005002,16472,17419,33891,"43,81",27479,1281,206,4810,66,31402,"1384,4928",0,10277,132,11036,34171,10565,471,"3845,5324",0,0,"110,83","8113,07","397,22","10129,18",695,"20335,57"
3526902005003,30653,31409,62062,"46,19",44011,2936,244,14769,103,54464,"785,4205","39732,33",17507,218,19123,62490,17215,1909,"2228,5546","31,76","1401,42","445,58",21669,"845,86","23387,7",1356,"38165,21"
3526902005004,32251,32413,64664,"43,75",41278,4019,238,19106,22,56159,"832,4034","21645,03",17085,194,18771,65004,17928,843,"2426,7423","72,7","1873,12","385,49","19529,62","596,35","20196,99",1424,"38746,44"
3526902005005,21750,21986,43736,"41,53",31625,1521,272,10306,12,39298,"1075,378","6989,07",13076,102,13337,43995,12737,599,"3047,3905","11,65","135,69","173,34","9212,7","521,75","15676,1",707,"21991,13"
3526902005006,13112,15114,28226,"49,19",25612,575,328,1712,0,26787,"1748,5679","78704,16",7982,42,10290,28566,10109,180,"4473,5217","10,22","313,43","49,99","3298,62","365,6","7504,22",451,"12948,99"
3529005005001,15446,13839,29285,"39,98",15217,1901,365,11744,33,25955,"637,1569",0,8164,12,9946,29532,7891,2055,"1845,1203","8,33","138,93","53,45","3187,28","185,51","4735,16",617,"20877,05"
3529005005002,10529,11155,21684,"45,60",12689,915,424,7641,15,19217,"747,3846","5083,65",6358,50,6573,21875,6005,568,"2104,4962","16,33","307,07","18,62","693,25","113,91","3105,8",471,"17338,21"
3529005005003,9733,10768,20501,"45,76",12321,831,633,6660,57,18481,"848,7317",0,6252,10,6438,20870,6412,27,"2395,1067","112,84","3432,2","51,36","3578,01","250,13","6459,76",530,"15969,62"
3529005005004,14736,16522,31258,"48,76",24599,624,1484,4541,10,29051,"1740,2738",0,9231,564,10722,31616,10245,479,"4600,351","62,33","2250,75","9,51","362,1","359,76","7793,37",442,"16142,62"
3529005005005,10907,11418,22325,"43,93",11328,1203,150,9622,21,19751,"582,4466",0,5785,0,6573,22488,6478,95,"1694,8002","19,79","629,98","73,34","4102,49","202,22","6862,87",461,"12107,73"
3529005005006,8751,9524,18275,"45,39",10089,1126,279,6772,9,16137,"681,633","8747,28",5197,13,5520,18435,5510,10,"1968,6292","80,53","2227,75","19,4","852,38","160,47","4878,61",539,"15777,21"
3529005005007,7396,8325,15721,"45,73",11215,618,595,3256,37,14086,"1269,885",0,4585,71,5169,15835,4903,266,"3461,3288",0,0,"20,47","838,02","206,43","6136,46",387,"12545,65"
3529005005008,7994,9322,17316,"50,82",13077,451,865,2883,40,16028,"2072,3174",0,4510,62,6766,17503,6610,156,"4852,3364","12,56","788,92","10,67","660,14","457,96","9127,93",256,"6431,99"
3529005005009,6045,6992,13037,"47,61",9704,402,1096,1835,0,12126,"1304,4663",0,4149,20,4483,13310,4381,102,"3523,0345","32,95","1119,73","11,71","960,15","146,6","4033,29",214,"6799,07"
3529005005010,13189,14154,27343,"44,53",17049,1626,471,8162,35,24265,"897,6327","6692,73",7245,164,9076,27546,8527,549,"2372,4243","76,19","2705,49","27,48","2309,91","350,34","8675,68",386,"11089,85"
3529401005001,6325,6893,13218,"42,05",10033,355,433,2398,0,12309,"1524,7577","12424,07",3620,0,4561,13301,4515,46,"4038,0683","8,28","68,6","73,1","4990,56","150,13","2950,02",208,"5080,77"
3529401005002,6994,7417,14411,"42,39",6956,1084,132,6239,0,12683,"604,2664",0,4290,0,4290,14462,4267,23,"1735,522",0,0,"141,69","8192,66","134,41","5537,4",279,"7785,56"
3529401005003,14138,14450,28588,"44,72",13418,1805,82,13195,89,24451,"609,069","41285,62",8284,9,8394,28742,8310,84,"1734,0089","85,64","3211,45","187,43","9273,1","343,57","10551,05",335,"8996,12"
3529401005004,10648,11458,22106,"43,83",16161,821,345,4779,0,20340,"1384,9273",0,6220,0,7056,22250,6978,77,"3882,945","37,58","6535,72","133,35","9019,61","275,41","8348,74",477,"13622,95"
3529401005005,14472,15516,29988,"45,13",17121,1457,132,11257,21,26330,"944,2552","17193,96",8750,96,9277,30178,9234,44,"2617,0381","31,67","834,44","217,87","10709,92","363,17","10761,2",457,"12908,81"
3529401005006,6708,7126,13834,"38,83",8025,782,166,4831,30,12377,"765,8809",0,4196,0,4207,13943,4207,0,"2179,9892",0,0,"111,46","5460,68","132,77","4278,52",207,"5983,1"
3529401005007,14686,14879,29565,"44,43",13157,2458,134,13658,137,24817,"524,0253",0,7996,0,7996,29679,7988,8,"1595,6603","249,05","9738,47","279,62","13208,64","178,43","5654,8",664,"18004,96"
3529401005008,8978,9464,18442,"42,72",9247,1057,85,8044,10,16019,"654,5193",0,5589,0,5607,18559,5600,7,"1850,5631",0,0,"103,98","4767,88","253,64","6126,76",351,"9299,15"
3529401005009,8451,9005,17456,"47,57",10045,916,149,6335,10,15509,"747,6658",0,5454,0,5470,17532,5460,10,"2061,5985","14,07","594,09","130,28","6079,65","197,88","5463,41",325,"11089,26"
3529401005010,7872,7853,15725,"41,19",8161,1029,292,6191,52,13866,"603,9725",0,4595,0,4604,15819,4275,329,"1759,2748","17,6","619,2","128,84","6507,41","117,75","3864,07",332,"11563,76"
3529401005011,12749,13012,25761,"43,75",9794,2176,137,13641,14,21477,"461,8955",0,6995,41,7103,25870,6935,169,"1367,8777","307,98","11189,61","170,13","7638,37","151,81","4892,54",464,"14694,5"
3529401005012,11910,12295,24205,"44,82",13149,1654,244,9093,65,21370,"733,7",0,7380,0,7612,24381,7460,152,"2045,8774","34,87","1252,69","157,01","6089,2","276,75","9033,82",431,"13993,57"
3529401005013,8187,8472,16659,"38,71",9569,1039,47,5926,79,14663,"788,7474","27793,69",4400,9,5026,16779,4982,44,"2229,8052","73,16","4320,61","61,05","3525,94","170,14","6280,37",258,"7045,74"
3529401005014,9049,9518,18567,"42,51",9651,1395,199,7293,30,16170,"644,9292",0,5369,0,5469,18694,5468,0,"1850,7305","120,24","4454,55","84,38","4570,81","185,6","4674,53",375,"15204,47"
3529401005015,8333,8904,17237,"45,34",9588,1205,63,6367,13,15255,"774,373",0,5371,0,5407,17396,5383,24,"2126,4551","11,27","127,11","175,49","10183,72","199,64","5345,23",261,"10200,01"
3529401005016,13146,14294,27440,"48,09",21016,803,229,5365,13,25068,"1169,7149",0,6891,0,8864,27614,8786,78,"3191,6789",0,0,"77,93","3793,83","296,48","8313,13",579,"15924,23"
3529401005017,11580,12413,23993,"46,15",15452,1154,219,7079,63,21399,"861,8193",0,7423,14,7546,24164,7489,57,"2409,6107",0,0,"151,76","8905,32","291,61","8886,12",542,"18437,79"
3529401005018,8056,7125,15181,"40,83",9184,1037,63,4876,21,13765,"738,2937",0,3221,0,5580,15258,4143,1437,"2092,5367","26,42","668,63","33,53","1664,63","85,77","3152,61",252,"9343,55"
3529401005019,6622,7141,13763,"43,47",8984,767,42,3932,39,12455,"841,6155",0,4243,0,4264,13888,4248,16,"2384,8238","31,05","1414,29","124,23","6511,19","188,02","7133,86",240,"7772,94"
3529401005020,7710,7958,15668,"39,94",7906,1410,80,6261,12,13597,"621,9898",0,4689,0,4689,15803,4665,24,"1754,6779","37,72","1415,83","145,25","6673,26","227,41","5491,79",245,"8393,01"
3529401005021,7479,7778,15257,"41,87",7543,917,151,6645,0,13386,"635,222",0,4028,0,4210,15292,4060,150,"1930,1126","102,09","4648,62","73,12","4356,48","57,14","1533,49",365,"11745,25"
3530607005001,6327,7164,13491,"44,45",9886,239,1551,1816,0,12387,"1766,538",0,2749,221,4389,13728,4376,13,"4739,853","7,72","238,69","8,68","603,1","91,63","2600,01",257,"9075,86"
3530607005002,7355,7404,14759,"47,21",9946,674,445,3693,0,12963,"793,4961",0,4144,15,4222,14902,3371,851,"2354,1811","20,42","209,29","73,62","4184,12","34,46","1837,69",308,"12452,46"
3530607005003,7532,7768,15300,"41,71",8818,1097,406,4978,0,13457,"810,8687","3675,33",4290,118,4588,15520,4319,269,"2319,1035","99,34","3402,44","159,35","11871,56","218,87","6542,09",313,"13622,33"
3530607005004,5531,6958,12489,"51,31",9741,234,1383,1119,12,11604,"2004,8454","5803,44",2999,90,4604,12733,4520,85,"4984,345","11,38","129,49","56,18",3168,"211,15","5544,14",222,"7786,88"
3530607005005,7396,7866,15262,"45,96",10910,510,449,3388,4,13793,"1264,0927",0,3940,57,4887,15424,4864,23,"3381,2727",0,0,"50,64","3854,23","132,34","4196,19",317,"10038,41"
3530607005006,8416,8780,17196,"43,96",10204,1243,829,4920,0,14958,"720,5049",0,3467,77,4904,17366,3288,1616,"2110,2986","29,98","2660,06","109,41",6170,"67,3","2176,47",414,"10917,24"
3530607005007,11370,10542,21912,"43,26",12170,1407,434,7881,20,18432,"1409,6321","4864,26",5177,869,6597,22061,2593,4005,"4103,3888","79,95","2095,29","89,66","5567,52","58,65","2119,53",322,"10430,59"
3530607005008,7787,7943,15730,"47,80",7697,1610,122,6300,0,13367,"553,9518",0,3895,47,4482,15821,4382,100,"1566,7299","75,66","2469,54","175,03","9566,83","96,14","3358,41",344,"10009,9"
3530607005009,8973,9361,18334,"50,31",9755,1624,186,6769,0,16072,"705,2168",0,4993,132,5327,18451,5101,226,"2016,3939",0,0,"110,07","6375,64","191,76","8141,5",298,"7957,51"
3530607005010,6700,7264,13964,"43,23",8308,997,362,4280,18,12198,"709,68",0,2278,26,4145,14116,3907,239,"1998,3154","34,7","993,72","46,82","2149,46","53,58","1013,01",291,"11431,7"
3530607005011,7670,8211,15881,"46,31",9417,1160,681,4613,10,14159,"852,1504",0,4369,19,4638,16108,4574,63,"2523,0501",0,0,"142,59","7984,51","242,65","7691,82",423,"12751,08"
3530607005012,8589,9017,17606,"48,33",9240,921,363,6962,120,15101,"674,8722",0,4416,124,5108,17770,5017,91,"1928,5283","8,85","704,68","170,21","7691,12","160,49","6023,49",398,"12195,53"
3530607005013,6591,7036,13627,"45,15",9125,711,1048,2700,43,12308,"1182,4263",0,3784,140,4217,13782,4186,31,"3340,7022","11,35","257,81","23,61","953,76","155,25","3763,84",385,"10588,82"
3530607005014,7346,7226,14572,"43,61",8003,831,321,5389,29,12184,"517,1779",0,4066,12,4168,14632,2358,1810,"1497,1572","113,76","5151,79","41,76","2650,93","51,51","2172,78",306,"12247,17"
3530607005015,7997,8110,16107,"41,57",8385,1396,190,6119,17,13903,"594,5997",0,4468,0,4483,16212,4382,101,"1802,0655","10,45","109,27","93,01","5843,7","125,3","6413,64",300,"15625,35"
3530607005016,8026,8917,16943,"49,02",12632,931,272,3031,76,15341,"1354,2605",0,1980,0,5947,17120,5824,123,"3334,1917","54,82","3057,4","74,42","5519,53","214,3","5458,39",210,"11664,4"
3530607005017,6626,7243,13869,"43,69",9404,690,255,3406,115,12559,"981,3031",0,3936,152,4325,14013,4286,39,"2756,754","12,78","490,27","122,29","7462,02","224,43","8538,56",377,"11793,3"
3530607005018,8124,7553,15677,"45,06",10037,770,1042,3828,0,13243,"612,6359","17856,18",4350,0,4490,15797,1686,2804,"1852,976","42,01","1250,48","68,2","3889,21","66,22","1908,51",390,"13623,04"
3530607005019,8466,8991,17457,"45,10",11756,755,785,4112,49,15593,"1050,7054",0,4495,247,5205,17731,5009,196,"3023,9115",0,0,"68,03","4362,84","90,2","1904,86",397,"13635,38"
3530607005020,7703,8685,16388,"47,37",11427,964,898,3076,23,15047,"1183,7712","391681,74",4643,150,5367,16617,5319,48,"3267,1596","24,89","798,75","100,9","4758,08","217,15","6279,38",407,"10330,47"
3530607005021,7900,8239,16139,"40,41",9282,1094,400,5331,32,14421,"893,638",0,4446,64,4768,16482,4658,111,"2585,6122",0,0,"74,53","4281,07","166,43","6042,42",369,"10563,17"
3530607005022,8960,10158,19118,"46,84",12601,1128,2084,3305,0,17425,"1294,3162",0,4380,85,6221,19328,6198,22,"3499,0415","12,37","153,07","74,97","5009,17","289,19","9582,38",327,"10365,44"
3530607005023,8698,8863,17561,"45,42",6433,1361,95,9658,14,14351,"421,1563",0,4250,26,4773,17625,4636,138,"1228,0646","208,24","6651,71","207,77","9804,05","233,23","7896,69",278,"6798,53"
3530607005024,8774,9623,18397,"47,40",13796,422,1660,2481,38,17028,"2441,3571","12955,33",4869,420,5732,18691,5625,107,"6937,8767","26,11","227,25","46,81","2771,08","141,79","4880,06",336,"10820,71"
3534401005001,19804,20196,40000,"43,53",17266,2888,184,19269,102,34250,"583,3985",0,10753,0,11559,40116,10382,1177,"1679,5628","1016,06","96968,98","393,8","32981,74","430,02","27626,67",615,"34615,46"
3534401005002,17511,18842,36353,"41,81",19494,2711,285,13863,0,31373,"776,2959",0,10167,0,10906,36486,10817,89,"2220,193","71,08","8332,59","599,24","54968,37","692,64","45019,47",686,"31552,15"
3534401005003,14631,15726,30357,"42,53",20385,1134,144,8674,21,27104,"1003,7312","45474,43",8092,92,9574,30610,9498,76,"2791,676","43,71","1835,99","401,06","44383,69","554,99",40702,639,"36466,33"
3534401005004,15974,17062,33036,"46,28",16014,2141,36,14801,45,28298,"686,2503","34711,14",9651,95,9924,33169,9784,140,"1924,2834","71,96","6738,53","681,1","76320,79","641,37","42918,7",662,"36519,89"
3534401005005,14470,15389,29859,"43,67",13356,2300,480,13723,0,25138,"594,4487","65578,02",8129,45,8620,29993,8599,21,"1728,7372","136,51","8356,91","487,52","51459,32","614,08","40965,27",701,"41150,1"
3534401005006,17452,18852,36304,"46,03",17143,2944,52,16064,19,31075,"590,1124",0,9438,0,10664,36576,10576,87,"1692,4009","493,95","36103,14","279,81","33031,97","597,25","38758,29",753,"43528,41"
3534401005007,17633,19465,37098,"44,14",24720,1957,290,10132,0,33235,"1507,8976",0,7350,91,11868,37396,11714,154,"4121,1575","497,2","53769,55","239,95","21516,51","333,79","20557,94",715,"43046,77"
3534401005008,19993,22508,42501,"47,41",32013,2203,576,7640,69,39404,"1774,1763",0,11111,26,13541,42868,13463,78,"4995,4454","56,32","3885,45","278,93","34661,1","288,11","12506,23",920,"63915,51"
3534401005009,14765,17032,31797,"44,47",25507,816,1197,4256,21,29830,"2220,2415",0,7172,75,10977,32130,10866,111,"5889,2094","117,16","7628,13","221,8","21308,86","373,71","18151,7",440,"22282,17"
3534401005010,14395,15727,30122,"47,19",23226,940,1344,4613,0,28065,"2391,3053",0,5526,187,10111,30370,10020,91,"6413,77",0,0,"148,47","17207,13","202,69","7950,77",421,"21793,4"
3534401005011,19644,21662,41306,"43,76",28907,1786,735,9878,0,37255,"1117,7644",0,10143,27,12669,41732,12523,147,"3203,7478","82,91","5179,15","160,65","16306,36","424,35","31930,66",854,"52579,79"
3534401005012,22614,24999,47613,"41,53",29450,2868,460,14835,0,42548,"977,3798",0,13133,72,14657,47927,14631,27,"2783,9761","64,96","4254,06","310,17","34393,74","786,38","44490,84",1318,"84606,67"
3534401005013,20390,21889,42279,"46,60",21325,2878,85,17891,101,35882,"634,3619",0,10562,94,12536,42445,12477,59,"1781,4255","447,56","40501,88","238,22","28779,25","498,44","32646,23",665,"39232,48"
3534401005014,23211,23833,47044,"40,08",22806,3932,324,19903,79,41524,"884,1418",0,10541,89,13865,47251,13114,751,"2632,7388","353,7","29716,07","239,52","19073,07","378,64","23037,54",1080,"77783,01"
3534401005015,23327,25095,48422,"44,00",24632,3899,230,19596,65,41839,"763,995",0,12172,25,14136,48661,14136,0,"2194,0836","80,88","4709,34","476,85","48981,79","796,73","55102,14",1052,"59424,55"
3534401005016,14263,15510,29773,"44,29",20276,1555,436,7506,0,26759,"1287,7193",0,8006,75,8972,29896,8972,0,"3710,7808","159,24","16703,67","296,89","35004,85","304,27","19632,73",563,"38050,56"
3534401005017,14804,15548,30352,"44,56",15391,2333,124,12483,21,26690,"851,1556",0,8658,0,8896,30589,8874,22,"2499,5131","118,09","7882,01","256,31","27300,99","492,52","35302,42",663,"51598,23"
3534401005018,15555,16969,32524,"43,45",17646,2336,273,12270,0,28473,"823,087",0,7943,88,9600,32773,9555,45,"2364,9321","236,47",28500,"251,15","32012,67","315,29","19806,62",648,"37074,51"
3538709005001,5859,7249,13108,"48,99",11993,270,110,734,0,12465,"3686,1854",0,2299,78,5354,13306,5310,44,"8371,6254",0,0,"21,89","1399,66","297,77","7117,42",167,"4643,38"
3538709005002,6073,6976,13049,"47,29",11134,501,169,1245,0,12301,"1880,145","71604,95",2837,537,5051,13281,4986,65,"4511,8013","20,26","464,61","39,38","3045,99","290,31","7467,01",247,"6838,54"
3538709005003,7073,8192,15265,"49,61",13530,851,89,795,0,14622,"2029,3409",0,4258,326,5862,15640,5480,381,"5109,5657","11,9","141,63","35,45","2553,34","311,76","8373,02",247,"6838,26"
3538709005004,8390,8911,17301,"46,02",16010,538,161,592,0,16370,"2076,5654",0,5177,82,5702,17583,5673,29,"5768,5381",0,0,"48,19","2668,52","184,58","5585,05",316,"7328,19"
3538709005005,9431,9500,18931,"44,31",10398,1705,63,6765,0,16079,"623,0533","25932,7",5161,0,5221,19098,5117,104,"1874,4183","74,51","2099,53","128,28","7138,55","155,06","4698,49",500,"16280,66"
3538709005006,12258,12536,24794,"41,35",13870,2461,179,8248,35,21431,"693,1347","6922,68",6734,44,6889,24926,6857,31,"2110,4653","96,34","3373,44","120,59","5988,75","260,84","7846,78",629,"23072,87"
3538709005007,7124,7553,14677,"45,11",12732,230,108,1606,0,13586,"1856,1878",0,3510,241,4686,14879,4674,11,"5104,7715",0,0,"20,82","1980,37","97,5","2954,68",290,"9419,78"
3538709005008,13232,13468,26700,"43,96",18533,1880,181,6101,5,23942,"853,9247",0,7507,0,7811,26834,7783,28,"2519,5316","27,79",844,"46,9","2323,95","180,53","5929,91",714,"19265,39"
3538709005009,10125,10122,20247,"39,36",11688,1317,108,7070,64,17669,"727,837","22748,83",5577,10,5617,20317,5600,17,"2249,8694","26,99","1023,79","56,45","2605,28","155,46","5413,85",462,"15779,21"
3538709005010,8012,8025,16037,"41,62",7926,1643,149,6234,85,13390,"532,8223",0,4005,15,4034,16065,4034,0,"1696,4125","17,87","536,33","27,21","1588,78","15,73","299,52",530,"18214,38"
3538709005011,10786,10763,21549,"43,50",15978,1044,82,4445,0,19441,"851,6276",0,6276,0,6463,21597,6379,84,"2491,5281","18,77","622,5","111,25","6813,78","293,26","9416,39",518,"16828,46"
3538709005012,6991,7552,14543,"47,54",12593,400,208,1264,0,13584,"2123,313",0,3887,102,5139,14641,4979,160,"5525,3184","11,87","281,86","69,36","3748,34","205,71","5128,13",337,"10552,93"
3538709005013,6445,6942,13387,"47,24",11577,498,50,1229,34,12353,"1603,0346",0,3542,48,4318,13480,4304,14,"4405,7548","10,16","309,61","34,89","1700,35","181,06","4993,74",234,"7245,79"
3538709005014,10333,10580,20913,"43,40",15201,1180,115,4403,15,18963,"1187,9653",0,5775,188,6395,21110,6227,169,"3434,1657","9,72","189,06","67,76","3988,86","354,23","10538,16",503,"16276,35"
3538709005015,7138,7428,14566,"47,43",10200,1089,33,3245,0,13008,"1026,6926",0,4168,0,4168,14661,4159,9,"3085,1463",0,0,"76,42","5096,24","93,4","3304,91",483,"15326,13"
3538709005016,9812,10684,20496,"45,47",14722,1557,131,4051,35,18517,"985,6678",0,5922,295,6691,20784,6691,0,"2689,7462","21,01","709,43","194,78","11093,12","535,17","15686,29",437,"12941,38"
3538709005017,10624,10764,21388,"42,77",14547,1386,217,5197,41,19186,"903,8611",0,6166,30,6226,21497,6209,17,"2633,7609","21,35","1238,15","38,36","1857,18","130,27","3263,78",420,"14102,5"
3538709005018,7441,7511,14952,"44,10",7170,1485,84,6212,0,12904,"705,7385",0,4142,0,4209,15042,4138,71,"2113,8839","133,68","4321,02","161,9","9019,04","187,49","6078,06",407,"12488,34"
3538709005019,9869,10845,20714,"47,35",17198,1112,132,2272,0,19160,"1805,877","28285,31",4055,92,7441,20922,7328,114,"4518,7874",22,"1091,8","36,73","2901,81","292,31","6337,71",219,"5688,96"
3538709005020,11329,10625,21954,"40,32",17320,641,108,3873,12,19312,"806,5384",0,6360,108,6612,22029,4900,1712,"2366,675","21,59","667,39","43,39","1742,43","90,55","2525,22",453,"19988,66"
3541000005001,11727,13724,25451,"48,51",19391,657,623,4759,21,23598,"1675,9539","94137,47",3567,209,9579,25869,9525,54,"3991,6611","21,51","841,96","65,06","3473,09","403,45","11913,64",376,"13091,13"
3541000005002,11370,12985,24355,"51,77",18415,829,338,4762,11,22195,"1612,5724",0,3996,170,8930,24725,8882,48,"3866,2001","21,48","230,73","87,62","4103,92","413,51","9813,77",547,"17075,55"
3541000005003,12104,14154,26258,"47,34",19127,919,198,5994,20,24057,"1196,7507","212761,88",5049,208,9624,26644,9587,37,"2901,9464","22,12","879,43","118,75","8572,72","584,39","16721,48",454,"17117,44"
3541000005004,13583,14667,28250,"47,85",20377,1077,166,6600,31,25989,"970,5487",0,7906,187,9941,28562,9870,72,"2446,3902","40,38","2122,98","125,29","6402,55","511,03","16384,25",565,"16612,06"
3541000005005,13900,14783,28683,"44,74",13793,1992,249,12593,55,24703,"657,3635",0,8206,22,8265,28932,8063,202,"1912,8073","40,23","923,72","186,22","10811,54","401,65","12733,27",793,"27105,53"
3541000005006,10724,10627,21351,"41,27",8334,1334,130,11497,57,17758,"548,5367","16406,03",5669,107,5880,21478,5295,586,"1611,2635","109,55","4909,74","98,29","3966,75","163,59","5381,48",438,"12341,63"
3541000005007,15199,15923,31122,"45,93",13743,2462,103,14803,11,25667,"571,231",0,8585,58,9010,31377,8991,20,"1616,8092","61,62","1976,66","257,29","13913,96","406,73","11260,2",740,"24095,81"
3541000005008,10370,10733,21103,"46,40",10664,1072,140,9217,9,17693,"664,5466",0,5680,102,6146,21172,6096,50,"1884,5343","78,89","4744,11","218,31","14340,17","299,35","10419,78",481,"15313,56"
3541000005009,19349,20447,39796,"43,23",18309,2630,213,18519,124,33843,"601,4328","12836,38",10016,116,11680,40140,11558,122,"1688,4545","142,13","7226,99","289,47","15428,05","609,61","17412,36",981,"28936,04"
3541000005010,7600,8082,15682,"42,14",7656,867,174,6957,28,13917,"839,6698",0,4389,168,4713,15782,4703,10,"2399,416",0,0,"125,99","7337,1","351,36","10070,14",399,"12467,98"
3541406005001,6745,8183,14928,"52,44",11776,174,1158,1796,23,13885,"2650,4966",0,3814,17,5579,15220,5454,125,"6576,0201",0,0,"25,12","2637,78","226,81","5010,27",154,"4611,81"
3541406005002,7457,8819,16276,"47,33",11727,368,962,3209,10,15159,"1475,4289","14536,45",4859,10,6005,16564,5890,116,"3684,41","39,44","893,23","22,26","1114,32","288,32","5619,2",229,"6181,21"
3541406005003,5843,6498,12341,"43,37",8886,680,475,2291,10,11478,"1299,5964",0,3832,0,4231,12619,4230,1,"3410,7164","11,12","123,57","34,72","2093,34","208,77","7012,47",251,"9671,68"
3541406005004,7181,8009,15190,"45,91",11734,262,807,2387,0,14082,"2352,5412","11833,82",4349,20,5255,15429,5204,51,"6182,5526","11,83","140,04","26,34","1294,94","192,92","3942,13",278,"7991,8"
3541406005005,12184,13469,25653,"43,28",17081,1143,703,6633,93,23129,"1095,5207","4906,08",7974,0,8223,26032,8212,10,"3003,9731","44,13","1454,9","34,72","2282,69","239,83","8547,16",510,"13357,23"
3541406005006,9853,10307,20160,"45,20",13753,685,405,5308,9,18047,"1048,3727",0,6079,464,6604,20380,6553,51,"2738,0065",0,0,"17,17","629,69","194,1","4848,94",318,"8911,86"
3541406005007,7364,7724,15088,"44,77",9609,878,129,4449,23,13553,"745,9035","108165,18",4547,134,4703,15222,4607,95,"2089,088","10,82",117,"49,89","2012,72","106,03","4088,8",286,"7337,4"
3541406005008,6610,6953,13563,"47,30",10338,239,219,2734,33,12375,"1883,013",0,3565,506,4411,13710,4184,226,"5019,7484","12,54","314,43","42,71","3554,89","57,09","1231,3",156,"4913,76"
3541406005009,7752,8322,16074,"43,04",8025,1431,100,6507,12,13998,"557,2571",0,4321,147,4935,16181,4895,40,"1533,4374",0,0,"28,04","1052,55","128,46","3360,1",288,"7478,31"
3541406005010,7183,8072,15255,"46,51",9885,748,528,4093,0,13546,"886,6557",0,4627,0,5191,15494,5052,139,"2310,6288","69,26","1965,36","31,55","1502,37","291,38","8675,5",282,"6078,58"
3541406005011,13494,14279,27773,"43,34",13716,1805,178,12017,56,24136,"619,2461","26350,2",8283,0,8701,28087,8425,277,"1705,1344","30,08","901,73","124,23","5438,26","217,17","5610,46",627,"16325,27"
3541406005012,8228,7081,15309,"40,55",7904,970,293,6108,13,13510,"550,2918","13276,36",4371,85,5775,15439,3608,2167,"1479,9618","52,68","1674,82","25,62","1312,42","51,97","1308,67",263,"6716,81"
