V011,AP0001,AP0002,AP0003,AP0004,AP0005,AP0006,AP0007,AP0008,AP0009,AP0010,AP0011,AP012,AP0013,AP0014,AP015,AP0016,AP0019,AP0020,AP0062,DOMPRECDOMEXP,DOMPRECRESEXP,ADENSEXCDOMEXP,ADENSEXCRESEXP,ONUSEXCDOMEXP,ONUSEXCRESEXP,COABFAMDOMEXP,COABFAMRESEXP
3550308005143,13399,14780,28179,"45,53",16412,2439,238,9091,0,25054,"916,3676",0,7654,137,8489,28410,8472,16,"2607,0387","117,42","15963,93","206,67","18461,82","434,97","31767,57",752,"45355,67"
3550308005144,12891,14708,27599,"44,65",19788,1948,722,5141,0,25642,"1205,8711","16572,81",7222,493,9115,27981,9019,96,"3276,7914","54,79","1875,92","215,22","36711,15","372,78","18481,28",540,"47636,65"
3550308005145,12648,14561,27209,"43,73",19214,1867,491,5613,25,25172,"1215,5473",0,7872,95,8836,27482,8766,71,"3319,3554","27,64","3819,66","214,44","24396,35","531,41","38746,08",648,"47739,43"
3550308005146,16144,18206,34350,"45,63",21329,3024,660,9317,20,31372,"1054,0695","51664,21",9682,0,10787,34535,10736,50,"2980,5713","43,94","1979,01","234,6","25722,03","617,78","35879,6",1007,"57713,52"
3550308005147,12643,13941,26584,"45,57",17875,1871,921,5918,0,24148,"1185,4379",0,7500,24,8431,26783,8395,35,"3315,558",0,0,"316,57","39333,83","218,22","19452,79",542,"27698,43"
3550308005148,17628,21104,38732,"48,83",23812,4379,310,10187,43,35668,"1090,8411",0,2004,0,13095,39163,13095,0,"2858,9517",0,0,"59,65","6214,74","257,34","14338,49",931,"60825,41"
3550308005149,15347,16840,32187,"43,67",17911,3075,197,10993,11,28653,"840,4054",0,9349,40,9880,32406,9864,16,"2372,9244","71,76","4782,81","408,23","44169,42","617,13","41830,87",648,"36208,49"
3550308005150,24726,26515,51241,"44,20",31511,3691,1058,14933,48,46048,"898,0595","28189,04",14800,0,15358,51715,15307,51,"2600,6987","192,64","14825,78","404,5","34400,19","722,75","38954,82",1102,"57229,73"
3550308005151,21612,24318,45930,"42,54",31639,2148,1588,10555,0,41778,"996,5181","15657,26",12974,0,14262,46432,14230,32,"2838,1565","61,86","4447,18","492,54","47878,8","671,63","37696,76",969,"63102,69"
3550308005152,21669,23130,44799,"41,09",26767,2521,310,15171,31,40029,"886,929",0,11495,200,13222,45031,13221,0,"2577,9006","234,88","22091,36","296,07","29797,59","704,89","43770,17",899,"46925,79"
3550308005153,20847,22845,43692,"44,45",30858,2433,1233,9168,0,39976,"1276,7638",0,12045,0,13446,44274,13403,43,"3656,6817","95,94","8064,33","252,96","30990,16","456,33","19856,42",1037,"63899,36"
3550308005154,21069,22721,43790,"42,33",26718,2693,905,13474,0,39230,"956,0782",0,12649,78,13358,44303,13241,118,"2745,1447","51,94","4654,57","458,53","53843,03","700,06","40760,76",984,"52414,73"
3550308005155,18750,20717,39467,"45,21",26849,1680,516,10330,91,35927,"758,4917","14680,35",10668,45,11933,39744,11764,170,"2202,8717","209,4","22499,38","268,81","26615,27","681,54","38339,39",1159,"72947,57"
3550308005156,23389,25401,48790,"42,23",29197,2900,287,16381,25,42808,"719,5457",0,13699,631,14530,49198,14507,23,"2084,2346","21,88",3351,"528,21","54132,78","767,42","43955,19",1111,"58729,54"
3550308005157,24378,26334,50712,"43,19",25121,5184,192,20215,0,44099,"718,8001",0,9396,67,15251,50938,15193,57,"2051,4644","88,91","12784,97","425,66","39661,71","658,07","32872,75",1236,"76984,49"
3550308005158,12723,14051,26774,"49,48",18786,1376,380,6231,0,24493,"1067,5398",0,8008,0,8699,27089,8666,33,"2945,2079",0,0,"381,07","43976,31","545,22","36432,49",430,"25693,58"
3550308005159,20617,22557,43174,"50,33",28419,1897,397,12461,0,38361,"1089,8182",0,9936,118,13689,43541,13585,105,"2979,3158","82,32","5456,83","440,22","43019,66","414,48","22327,59",819,"40474,64"
3550308005160,22865,24338,47203,"44,44",26576,2433,194,17999,0,41679,"762,2946",0,13725,95,14214,47488,14187,27,"2173,1827","261,81","26855,83","545,25","65644,38","722,8","40718,61",1087,"77871,04"
3550308005161,17205,18628,35833,"45,32",20839,1730,114,13116,35,30852,"735,9449",0,9783,331,10785,36080,10675,109,"2083,1511","127,74","10661,3","321,55","33557,96","458,67","29875,18",704,"41744,27"
3550308005162,13243,15133,28376,"44,42",14844,2364,1043,10103,21,25706,"1181,8668",0,7432,111,8732,28754,8708,24,"3373,9962","13,23","524,79","330,15","46654,9","585,22","43630,18",914,"63940,59"
3550308005163,18248,19971,38219,"41,52",17763,3335,410,16691,19,33055,"707,0877",0,11079,226,11366,38500,11305,61,"2018,6838","76,64","9899,31","602,19","67448,85","743,96","51072,38",879,"54756,78"
3550308005164,22509,25065,47574,"44,71",22100,4587,1183,19657,48,41456,"818,0939",0,12940,65,14366,47763,14252,114,"2315,6319","189,49","15131,47","604,83","66879,84","923,05","56549,08",918,"59270,38"
3550308005165,23329,25661,48990,"43,36",20032,4647,473,23721,117,41743,"841,9883",0,12415,747,14647,49235,14630,17,"2375,0512","101,41","4699,35","647,62","69742,36","1002,67","65660,23",1147,"60291,57"
3550308005166,24117,27061,51178,"42,60",23498,5428,480,21744,28,44839,"737,7674",0,14041,178,15469,51608,15448,21,"2103,9378","41,63","1247,96","773,34","83159,09","965,46","52772,32",1287,"77634,64"
3550308005167,19182,21025,40207,"46,62",18969,3536,161,17510,32,34549,"744,9418",0,10491,762,12177,40406,12177,0,"2081,6021","38,91","1912,57","439,31","45104,5","842,99","42051,9",1016,"57630,82"
3550308005168,18604,20184,38788,"42,06",14055,4060,155,20497,21,33153,"556,9515",0,10455,255,11255,38877,11255,0,"1614,8693","17,49","917,38","587,7","57214,18","574,38","34242,12",1057,"63746,41"
3550308005169,18690,21254,39944,"47,07",27592,1762,1221,9328,42,36827,"3951,3883",0,8724,253,13059,40341,12966,93,"10820,7611","46,3","3795,73","201,32","23575,66","516,24","34599,19",877,"50303,79"
3550308005170,15381,17504,32885,"44,62",21772,1440,875,8798,0,29819,"1406,965",0,7165,333,10696,33297,10683,14,"3792,7247","67,39","4869,76","231,22","27285,59","346,21","17986,8",585,"36571,35"
3550308005171,13693,15882,29575,"44,89",23920,937,1158,3538,21,27601,"2631,6692",0,5224,249,10067,29895,9965,102,"6921,1012",0,0,"71,03","8695,35","199,26","11662,55",413,"21913,78"
3550308005172,17820,20433,38253,"42,04",31594,843,1181,4635,0,35918,"3035,1461",0,4854,152,12906,38611,12838,68,"8038,6333","37,91","7187,7","48,61","4731,34","273,11","15778,92",517,"44583,27"
3550308005173,13007,15039,28046,"53,06",24427,509,1305,1721,83,26003,"4976,1234",0,4304,678,10004,28785,9584,420,"12690,7442","69,18","1605,03","60,26","10278,61","160,04","8858,14",326,16570
3550308005174,20044,23470,43514,"48,36",37996,447,1175,3828,68,41003,"3939,6826",0,7973,566,16070,44314,15777,293,"9813,6397",0,0,"57,51","6781,56","296,26","12007,63",597,"48193,26"
3550308005175,25416,25320,50736,"45,36",16957,2855,332,30592,0,40373,"568,3497",0,14146,435,15417,50812,15417,0,"1511,7552","177,77","9383,33","653,62","54850,82","1083,34","62997,24",741,"30487,43"
3550308005176,21204,22919,44123,"46,03",32520,1553,1242,8781,27,38927,"4999,0024",0,4017,156,14455,44627,14304,150,"12912,8856","413,47","52071,03","273,91","31992,89","276,8","18108,39",426,"37635,19"
3550308005177,15320,16836,32156,"46,12",22758,1242,963,7172,21,29520,"3951,5205",0,3712,61,11070,32558,10945,124,"10080,8501","131,75","12239,96",0,0,"174,62","12575,21",253,"13114,21"
3550308005178,16568,18566,35134,"41,78",24802,1749,1758,6825,0,31769,"3282,8342",0,5842,347,11381,35652,11172,209,"8836,6683","99,93","13098,89","279,1","30596,38","267,71","14461,72",662,"34381,21"
3550308005179,16879,19240,36119,"43,27",26021,975,2505,6594,24,33502,"2485,3593",0,8208,63,12140,36623,11721,419,"6739,8535","42,47","2755,96","139,16","15886,41","243,38","10696,78",670,"42111,53"
3550308005180,12590,14322,26912,"45,10",20572,1682,2040,2618,0,25121,"2587,8093","116705,15",5015,396,9263,27300,9101,162,"6835,0027","80,45","6943,11","45,23","8422,97","168,78","9113,33",540,"38889,28"
3550308005181,17732,19456,37188,"47,97",21204,3144,1210,11630,0,32830,"1584,5447","19442,29",6627,329,11307,37648,11260,47,"4463,9851","72,54","9059,55","476,79","48214,71","341,27","30751,82",707,"47125,3"
3550308005182,17718,19389,37107,"42,89",23111,2077,1317,10581,21,33313,"1819,6233","51229,78",8395,365,11543,37419,11486,58,"5062,5158","79,25","4809,79","206,52","19868,17",518,"26313,82",784,"43088,94"
3550308005183,15239,17117,32356,"50,08",19627,2681,846,9029,173,28719,"1374,5894",0,7763,97,10036,32534,9997,39,"3857,3724","312,5","32296,45","211,55","22698,04","438,16","26200,29",747,"48368,42"
3550308005184,23579,25793,49372,"44,30",33298,2762,2779,10534,0,44913,"2015,0786",0,9433,350,16110,49733,15871,240,"5451,7597","64,68","5894,37","228,89","26197,67","719,24","43799,22",1155,"66114,47"
3550308005185,21938,23339,45277,"41,23",23401,3340,303,17774,459,40137,"837,2285",0,9853,1068,12995,45580,12841,154,"2525,2353","108,75","7204,93","451,71","45220,91","629,71","41240,11",1061,"51166,78"
3550308005186,15870,17258,33128,"42,57",15258,3582,128,14119,41,28141,"640,8639",0,4121,0,9227,33259,9207,19,"1929,5104","38,15","3047,19","36,05","3152,19","139,94","9913,89",911,"38546,34"
3550308005187,14767,16087,30854,"47,75",19059,2154,249,9392,0,27524,"944,736",0,5624,758,9314,31059,9314,0,"2678,7763",0,0,"303,02","33552,66","357,92","18694,85",857,"56725,28"
3550308005188,19472,21427,40899,"44,50",21941,4292,192,14475,0,36323,"718,2114",0,6549,509,12251,41162,12251,0,"2043,7478",0,0,"288,18","36289,08","362,66","22280,76",815,"47658,31"
3550308005189,26814,28925,55739,"44,67",24431,6208,219,24757,124,47155,"601,2836",0,13569,0,15733,56056,15194,539,"1760,1859","373,06","34220,93","739,06","70138,96","607,31","40189,27",1126,"56635,38"
3550308005190,15967,17285,33252,"42,35",14190,3932,191,14940,0,28091,"519,7207",0,9426,17,9443,33464,9335,108,"1501,9904","28,38","3221,85","430,44","38085,76","338,99","25738,37",636,"30099,56"
3550308005191,24896,26145,51041,"43,77",26880,2938,611,20589,24,44163,"660,2279","23708,06",13979,4,14430,51155,13250,1180,"1969,2574",65,"4058,83","704,72","79129,07","786,09","50513,69",1035,"54578,3"
3550308005192,21307,23701,45008,"43,91",28326,2477,884,13245,77,40601,"983,9465",0,12279,144,13545,45398,13546,0,"2836,2224","20,62","1700,77","435,68","42997,66","571,93","33847,32",1152,"67366,84"
3550308005193,23864,26365,50229,"42,97",27335,3991,517,18363,23,44796,"860,0737",0,11876,22,15120,50434,15099,22,"2461,5794","54,49","5331,58","511,62","45542,18","793,89","45602,79",1295,"65144,06"
3550308005194,23198,24233,47431,"45,62",18399,4318,335,24363,16,39718,"579,4104",0,11655,108,13540,47510,13495,45,"1690,1248","21,77","1421,82","440,93","38188,83","679,22","39225,17",866,"53104,44"
3550308005195,21284,23428,44712,"42,50",23742,3499,382,16987,102,39202,"744,7219",0,12515,25,13044,44978,13043,1,"2184,0986","128,94","12770,89","397,94","46339,14","696,43","43957,14",1114,"65743,66"
3550308005196,18681,20679,39360,"42,53",21748,2092,1136,14384,0,35081,"872,9345",0,11490,51,12259,39842,12033,227,"2469,8886","29,01","4207,17","624,06","67667,56","626,92","46867,95",925,"54632,97"
3550308005197,25194,27527,52721,"45,10",27007,3743,196,21749,27,46447,"737,4076",0,14957,17,15801,53112,15712,89,"2121,6354",80,"7382,35","612,3","71542,62","761,2","51549,39",1285,"82326,81"
3550308005198,20096,22455,42551,"45,54",21352,4404,879,15871,46,38115,"922,1884",0,10235,0,12184,43018,12096,88,"2781,2816","67,29","8246,49","270,4","27401,36","583,11","39587,46",1081,"61559,49"
3550308005199,21872,23485,45357,"41,81",19411,3476,242,22208,20,39349,"673,1561",0,12038,0,12531,45640,12493,38,"2054,3458","22,54","2031,74","470,42","47963,08","533,65","36557,86",1067,"66116,57"
3550308005200,17222,18785,36007,"41,83",19536,2494,433,13522,23,31930,"830,0856",0,9930,119,10993,36212,10958,35,"2349,7642",0,0,"442,25","43179,82","402,35","31453,02",873,"41905,92"
3550308005201,22443,25086,47529,"42,79",27285,4154,414,15652,25,42489,"934,4393",0,9515,409,14612,47834,14444,168,"2658,0561","23,82","1701,59","355,65","40058,82","677,97","42667,62",1162,"79596,85"
3550308005202,15918,17509,33427,"49,96",20208,2084,636,10499,0,29083,"1008,5624",0,7981,522,10058,33538,9930,129,"2854,9139","44,17","3208,59","236,96","21809,9","437,16","24596,12",681,"38133,3"
3550308005203,14619,15938,30557,"51,41",17515,2774,325,9942,0,27183,"963,8878","44333,01",8029,155,9043,30773,8996,47,"2773,739","131,02","16787,24","250,38","34428,28","309,34","20126,06",819,"72773,18"
3550308005204,17948,19440,37388,"42,66",23990,2475,129,10794,0,33030,"867,6143","11091,28",9924,415,11303,37557,11082,221,"2480,6821","117,56","35751,2","299,21","28121,3","348,73","24062,74",772,"68910,19"
3550308005205,15052,15818,30870,"44,67",16429,2190,99,12153,0,26970,"699,4136",0,8170,61,9023,31084,8920,103,"2020,2458","23,15","1071,67","279,12","31235,87","348,45","26361,43",732,"40777,94"
3550308005206,15053,16328,31381,"46,54",18308,2053,481,10468,72,27953,"697,6099",0,9276,0,9446,31734,9423,23,"2007,6316","110,86","7183,2","426,55","42434,13","489,8","32946,82",689,38692
3550308005207,17109,18364,35473,"49,83",21585,2270,174,11443,0,31211,"871,1161",0,9846,0,10540,35708,10540,0,"2500,6233","27,34","5233,38","243,06","23911,27","604,91","33865,25",677,"44591,13"
3550308005208,21609,22887,44496,"46,10",27011,3389,321,13775,0,39472,"999,5968",0,10575,848,13523,44694,13432,91,"2835,417","24,27","588,87","363,05","39922,74","443,52","24038,93",973,"52546,08"
3550308005209,14308,15283,29591,"41,21",17121,1302,75,11094,0,25794,"754,0928",0,8101,0,8482,29668,8459,23,"2252,9254",0,0,"257,89","24006,4","330,75","23009,96",544,"38425,09"
3550308005210,15754,17174,32928,"45,56",17439,2374,181,12934,0,28798,"614,5611",0,5960,0,9611,33013,9611,0,"1787,1742","19,54","1526,81","213,16","19972,21","584,69",33545,695,"37838,24"
3550308005211,15037,15180,30217,"40,99",14169,2126,274,13604,44,25571,"599,9116",0,8391,0,8467,30338,5747,2720,"1764,0462","85,99","4198,08","307,24","32738,14","201,51","12523,46",588,"51405,77"
3550308005212,22552,24011,46563,"41,08",29727,2889,214,13602,131,42185,"834,5587",0,12951,21,13743,46850,13707,36,"2469,5897","16,63","553,42","434,34","45380,75","359,69","28445,95",1062,"69825,85"
3550308005213,19092,21049,40141,"44,41",20688,3014,279,16137,22,35414,"906,9248",0,11139,169,12013,40555,11910,103,"2603,5706","73,76","6048,13","335,98","30962,9","521,04","36149,04",878,"63715,03"
3550308005214,20170,21237,41407,"43,70",16964,2741,141,21521,40,35192,"513,4028",0,11873,24,11993,41545,11949,44,"1473,8555","216,82","24118,84","530,9","61453,79","595,29","45227,34",896,"55194,5"
3550308005215,16682,17404,34086,"42,93",14575,2960,68,16432,51,29571,"523,1198",0,9409,44,9872,34214,9713,159,"1515,8151","179,83","15689,34","375,16","38360,51",288,"22206,96",587,"33179,14"
3550308005216,13774,14909,28683,"40,41",13385,2932,423,11913,31,24980,"700,5252","6733,2",7674,35,8253,28791,8212,41,"2079,1136","140,53","12357,24","147,55","13969,7","337,36","19443,25",722,"58765,49"
3550308005217,21871,23861,45732,"42,85",24524,3084,527,17597,0,40458,"1109,9764",0,10882,41,13490,46092,13308,182,"3275,9888","22,49","3034,14","261,9",24652,"478,82","36241,51",989,"63037,69"
3550308005218,16789,18171,34960,"43,20",17416,3546,201,13797,0,31476,"800,9302",0,9778,0,9845,35191,9814,31,"2452,2595","109,94","11659,27","138,45","16770,53","504,12","40353,6",781,"56685,06"
3550308005219,15638,17836,33474,"45,76",20481,2176,526,10221,70,30259,"1193,086",0,7703,154,10327,33713,10327,0,"3360,0009",0,0,"135,57","17017,86","440,69","22496,04",798,"43035,5"
3550308005220,17574,20209,37783,"46,49",28340,1256,1886,6271,30,35078,"3216,3232",0,9142,304,12508,38236,12413,96,"8767,6778","16,54","547,39","168,81","18892,47","576,3","46858,25",541,"27921,93"
3550308005221,21870,23259,45129,"46,03",19567,4378,347,20822,16,38997,"769,7989",0,13163,62,13833,45432,13756,77,"2122,5864","82,28","15032,81","465,12","42633,88","750,28","39390,21",857,"48432,67"
3550308005222,14897,16743,31640,"47,09",14908,2328,349,14035,20,27781,"871,3236",0,7896,24,9916,31872,9916,0,"2372,1482",0,0,"334,46","34790,23","535,36","31882,93",756,"43016,67"
3550308005223,14154,15663,29817,"43,86",16027,2089,200,11436,64,26599,"773,6945",0,7652,19,9130,29997,9131,0,"2169,703",0,0,"283,54","31534,18","543,4","37771,26",481,"26246,86"
3550308005224,21681,23865,45546,"40,51",19837,3271,244,22177,17,40098,"688,9218",0,10132,23,14160,45669,14143,18,"1896,2389","35,6","2209,2","507,35","50702,95","763,44","39940,65",991,"47582,67"
3550308005225,19529,21157,40686,"43,73",20562,3092,237,16771,24,35622,"745,0731","52140,15",10197,0,12577,41021,12455,121,"2052,8682","71,84","5305,02","466,38","47150,05","817,11","43555,43",975,"49681,21"
3550308005226,19525,21219,40744,"42,74",18350,3168,344,18865,17,35623,"711,1792",0,12259,21,12388,41179,12338,50,"2000,9011","52,72","4922,82","529,17","57576,99","931,22","60315,04",721,"48130,94"
3550308005227,17996,19127,37123,"40,87",14885,2869,154,19216,0,31769,"605,6305","26183,95",10959,79,11171,37295,11142,29,"1689,4203","44,01","5663,84","582,48","56574,17","739,3","42400,04",672,"36939,63"
3550308005228,13690,14631,28321,"46,27",17280,1779,346,8917,0,25239,"1203,5852",0,7348,56,9178,28558,9111,68,"3235,3518","15,91","1519,63","371,16","39237,91","637,67","36005,96",509,"28659,43"
3550308005229,22705,24027,46732,"43,97",23332,3529,298,19504,69,39913,"688,8925","11506,74",12519,239,13953,47020,13892,60,"1949,7285","97,56","8271,87","549,88","52114,53","666,33","37544,34",930,"53896,19"
3550308005230,23688,26173,49861,"46,46",24199,4284,475,20872,31,43880,"923,2309",0,12105,150,15156,50109,15100,56,"2579,2666","19,16","367,12","386,01","40651,06","718,53","49121,95",1182,"73068,75"
3550308005231,21810,24249,46059,"46,55",23302,3901,237,18564,53,40235,"888,0353",0,11492,325,14228,46458,14099,129,"2460,8433","82,4","5509,26","408,95","40433,66","695,65","39484,97",1010,"60588,56"
3550308005232,13437,15137,28574,"44,22",12108,2010,175,14218,64,24943,"738,6745",0,7624,142,8781,28743,8762,19,"2051,1013","28,16","2379,02","360,96","34115,53","411,16","29760,87",548,"35182,85"
3550308005233,17075,18448,35523,"43,16",16094,1726,329,17374,0,31694,"651,5508","31697,06",10251,0,10764,35601,10470,293,"1830,1586","264,61","19727,84","580,08","59706,74","624,97","39744,92",789,"43765,26"
3550308005234,20379,22680,43059,"44,33",24168,2643,590,15534,125,38082,"1201,176",0,8441,543,13123,43531,13102,20,"3350,8207","50,92",3220,"351,55","30640,22","575,58","33383,74",873,"43773,38"
3550308005235,18033,20021,38054,"41,62",20342,3585,1077,12898,151,34121,"1070,3513","45320,27",9296,148,11429,38361,11370,60,"3104,5727","90,34","7660,26","195,28","20893,92","471,24","24960,82",696,"34021,42"
3550308005236,19883,21476,41359,"44,38",19319,4357,476,17207,0,36180,"720,2499",0,10310,98,12050,41567,12005,45,"2089,413","148,03","12313,41","484,85","52657,81","611,58","42303,85",916,"45231,67"
3550308005237,25682,27684,53366,"46,23",28194,3783,856,20455,79,46764,"1457,6824",0,10560,907,16610,53594,16519,91,"3937,0069","46,85","3771,15","408,94","46738,43","738,75","50426,46",951,"55322,07"
3550308005238,17928,20039,37967,"42,34",20130,3700,928,13209,0,33809,"1046,4755",0,7933,420,11532,38182,11426,106,"2991,8786","26,43","4191,24","142,89","10917,54","483,75","26036,31",968,"61235,52"
3550308005239,13903,15865,29768,"41,40",13879,2492,982,12387,28,26062,"963,2891",0,6319,132,9183,29979,8468,715,"2798,8421","146,4","11166,34","211,86","21551,04","404,9","22030,34",714,"40850,81"
3550308005240,15343,17086,32429,"46,71",16307,3685,285,12152,0,28315,"889,3036",0,7313,379,10020,32573,9952,68,"2443,4092","55,3","5819,89","340,24","31671,17","531,88","32349,35",504,"24431,83"
3550308005241,14491,14965,29456,"43,03",15441,1745,112,12158,0,25915,"832,4835",0,8711,0,8760,29612,8377,383,"2402,7274","61,61","8754,17","354,59","41524,6","360,77","27983,42",506,"27235,8"
3550308005242,17952,19261,37213,"37,25",20817,2305,90,13915,86,32892,"677,1948",0,8955,17,11074,37526,10509,564,"1981,3044","43,59","3781,78","377,99","42606,31","449,62","29299,73",866,"53574,64"
3550308005243,21030,21944,42974,"44,04",19072,2528,400,20866,108,36576,"596,5907",0,11916,20,11936,43283,11873,63,"1781,6517","84,06","7205,67","412,7","35414,92","480,83","29255,15",773,"32789,03"
3550308005244,17725,18795,36520,"45,09",17355,2264,163,16738,0,31665,"571,3549",0,10048,35,10300,36660,9544,757,"1706,4867","15,17","1610,04","370,9","43344,76","424,53","23078,79",1053,"57504,47"
3550308005245,15756,16592,32348,"41,80",14592,1874,88,15747,47,27534,"485,3085",0,8786,0,9007,32512,8909,98,"1461,4271",0,0,"227,31","21342,01","292,59","21251,12",787,"53853,07"
3550308005246,16064,17254,33318,"44,53",14435,2140,192,16551,0,28865,"671,9288",0,8861,21,9568,33580,9567,0,"2000,2849",0,0,"332,8","29015,84","463,78","33316,85",786,"46477,63"
3550308005247,16011,16846,32857,"40,74",14508,3122,182,14996,49,28232,"584,9053",0,8219,94,9413,33121,9379,34,"1713,7817","21,92","1922,63","378,86","45057,89","245,38","17267,43",665,"33012,89"
3550308005248,23599,25316,48915,"41,31",23210,4161,213,21294,37,42919,"702,8279",0,14012,59,14134,49124,14026,108,"2068,6901","43,07","4871,16","489,22","48193,98","654,16","45009,54",936,"57480,61"
3550308005249,21248,23244,44492,"44,77",21059,3709,487,19213,25,39137,"896,4168",0,12318,160,13471,44920,13372,99,"2554,2226","26,49","2807,32","466,89","46306,79","761,77","47643,65",1095,"62871,04"
3550308005250,14269,15481,29750,"46,47",13190,2177,240,14135,8,25666,"627,5427",0,7754,291,8474,29984,8396,78,"1864,3498","18,95","2512,9","175,31","18736,67","290,76","21787,1",730,"55300,75"
3550308005251,21621,22848,44469,"39,92",19128,3338,309,21637,57,38135,"576,4637",0,12447,0,12759,44682,12722,37,"1696,1959","543,45","43112,29","383,4","33269,65","716,19","46496,02",1083,"67600,81"
3550308005252,24075,25698,49773,"40,50",21503,3980,341,23949,0,42559,"578,4808",0,12666,15,14411,50067,14388,23,"1682,3539",0,0,"593,09","66529,14","343,36","17072,78",1063,"60752,99"
3550308005253,24140,26225,50365,"41,74",26720,3187,535,19885,38,45026,"768,1382","5248,55",13664,291,15080,50561,14877,202,"2220,3677","35,69","989,96","608,57","76495,1","512,36","31595,39",1217,"71503,48"
3550308005254,20346,22253,42599,"43,80",17506,3967,264,20862,0,36419,"497,0657",0,7887,0,11965,42748,11932,33,"1478,8223",34,"2575,2","212,16","17693,57","261,45","16668,1",1113,"67543,94"
3550308005255,14719,15994,30713,"42,84",12753,3432,241,14176,52,26305,"491,2369",0,5921,0,8563,30865,8542,21,"1463,1041","75,25",6598,"181,13","22115,74","186,9","18748,92",739,"43903,93"
3550308005256,15247,16804,32051,"44,77",13497,2264,115,16175,0,27488,"555,585",0,6739,127,9196,32109,9146,50,"1610,9374","307,48","24826,27","304,12","33848,83","292,12","23156,94",686,"44407,49"
3550308005257,14299,15587,29886,"44,75",13762,3100,116,12882,26,25593,"540,8439",0,7856,63,8695,30051,8649,47,"1565,5415",0,0,"212,29","19393,19","436,24","24057,22",654,"45512,14"
3550308005258,14677,15570,30247,"42,22",12713,3677,137,12982,0,25282,"641,5498",0,7240,0,8475,30480,8208,267,"1898,1401","94,77","6342,55","163,56","18042,28","184,35","14258,18",768,"54212,86"
3550308005259,27635,29354,56989,"43,31",23107,5200,233,28449,0,48696,"509,4489",0,14493,93,15986,57141,15859,128,"1518,1539","44,78","4580,96","352,63","41243,68","493,66","36270,81",1384,"79155,37"
3550308005260,23095,24295,47390,"42,54",21054,3162,266,22885,23,41236,"615,0024","10836,29",13160,40,13512,47699,13437,74,"1820,0096","21,67","1409,1","560,08","53831,66","583,37","34608,75",1051,"56469,56"
3550308005261,17342,19473,36815,"40,48",19377,4363,194,12856,25,33185,"883,9871",0,4752,23,11291,37050,11290,0,"2509,6402","15,73","742,2","124,7","12471,29","391,17","23450,42",1083,"62407,91"
3550308005262,12759,14582,27341,"44,85",13910,2748,101,10502,80,24183,"783,3928",0,5156,17,8189,27611,8190,0,"2244,2989","23,56","1109,88","110,36","10990,45","314,47","24061,78",917,"56709,04"
3550308005263,11782,14046,25828,"43,56",14735,2914,38,8140,0,23621,"984,2945","21604,46",1077,0,8420,26003,8325,95,"2654,8804","21,39","1372,67","29,29","6006,28","226,78","13543,23",713,"48136,02"
3550308005264,15004,16201,31205,"39,75",15424,2940,307,12503,32,27286,"707,7243","104216,35",8527,28,9315,31320,9287,28,"2016,4094","42,7","2564,77","530,38","72924,24","427,35","35364,24",610,"38632,11"
3550308005265,13522,14573,28095,"37,98",13866,2088,177,11965,0,24841,"704,9131",0,7748,294,8333,28310,8066,267,"2031,1566","53,4","3492,76","225,11","33712,71","342,11","26011,68",563,"35147,05"
3550308005266,21648,23048,44696,"44,49",19645,3927,74,20971,79,38456,"594,9071",0,9900,39,13039,44864,12726,314,"1709,9506","70,1","7418,3","443,5","44127,82","486,73","31012,45",864,"54672,48"
3550308005267,16528,17610,34138,"43,56",15963,2860,233,15038,43,28782,"546,9815",0,3629,0,10023,34215,9115,908,"1528,4443","237,67","17711,44","66,01","7590,66","108,24","7187,56",620,"46229,41"
3550308005268,20425,22452,42877,"42,52",19749,4110,123,18855,39,36564,"587,9198",0,6218,31,12178,43138,12150,28,"1706,5546","115,56","9962,03","154,37","14616,19","137,25","9393,29",1023,"79227,34"
3550308005269,14139,15626,29765,"44,09",12724,2916,88,13973,63,25402,"608,7574",0,5556,14,8502,29827,8464,37,"1774,5059","88,75","8029,09","116,7","16764,29","136,98","8805,65",651,"37198,26"
3550308005270,18694,19631,38325,"44,66",15800,4078,139,18293,15,31885,"489,3525",0,7595,150,10519,38537,10411,107,"1459,4237","81,5","6107,68","148,85","15537,88","187,24","11384,91",901,"64317,07"
3550308005271,14495,16353,30848,"44,21",13743,4639,173,12182,111,25984,"526,6462",0,4258,29,8617,31107,8523,94,"1544,089","232,69","22406,06","98,05","11313,34","121,61","9277,22",965,"63906,06"
3550308005272,18015,20658,38673,"44,69",17417,5163,211,15866,16,33374,"618,5019","25981,47",3423,0,11500,38820,11422,78,"1720,0791","107,2","12534,26","16,28","1325,98","254,6","13101,48",956,"52914,72"
3550308005273,14658,16355,31013,"45,61",13634,4106,158,13077,38,27041,"660,5249",0,1861,0,9449,31104,9407,42,"1795,9564","23,27","3249,56","91,23","8712,66","179,68","9721,77",621,"38071,78"
3550308005274,14119,14938,29057,"46,75",16351,1474,148,11084,0,25572,"635,5663",0,8228,42,8505,29116,8504,0,"1881,4732","19,87","1973,56","344,56","34001,66","440,51","30720,31",659,"33164,47"
3550308005275,16928,17289,34217,"43,28",16512,2356,86,15191,73,28796,"658,1251",0,9602,0,9717,34482,9632,85,"1941,163","78,34","5365,43","338,83","33700,53","447,14","32781,71",543,"30171,87"
